Date,Open,High,Low,Close,Volume
10/22/10,28.115,28.598,28.115,28.598,513
10/25/10,28.783,28.783,28.278,28.288,3958
10/26/10,27.951,28.019,27.941,28.009,1069
10/27/10,27.99,27.99,27.99,27.99,116
10/28/10,27.893,27.893,27.893,27.893,206
10/29/10,27.98,27.98,27.98,27.98,309
11/1/10,28.039,28.039,28.039,28.039,458
11/2/10,28.135,28.135,28.135,28.135,206
11/3/10,28.203,28.221,28.203,28.221,395
11/4/10,28.588,28.588,28.548,28.568,3273
11/5/10,28.54,28.54,28.308,28.338,521
11/8/10,27.115,28.318,27.115,28.318,2374
11/9/10,28.249,28.406,28.164,28.164,1238
11/10/10,28.145,28.145,28.145,28.145,101
11/11/10,28.039,28.106,28.039,28.106,316
11/12/10,28.125,28.125,26.196,27.815,5584
11/15/10,28.308,28.308,27.903,27.903,513
11/17/10,27.388,27.514,27.321,27.456,3353
11/18/10,27.659,27.659,27.659,27.659,101
11/22/10,27.951,28.096,27.815,28.096,1546
11/23/10,27.416,27.416,27.416,27.416,1032
11/24/10,27.776,27.776,27.776,27.776,824
11/26/10,27.756,27.864,27.718,27.864,2944
11/29/10,27.718,27.718,27.514,27.514,983
11/30/10,27.514,27.514,27.436,27.436,1856
12/1/10,27.698,27.903,27.698,27.903,1683
12/2/10,27.903,28.348,27.903,28.308,26077
12/3/10,28.268,28.358,28.268,28.318,4593
12/6/10,28.135,28.378,28.135,28.378,2253
12/7/10,28.54,28.54,28.473,28.473,10730
12/8/10,28.443,28.443,28.212,28.298,2238
12/9/10,28.298,28.298,28.298,28.298,370
12/10/10,28.338,28.453,28.338,28.443,2114
12/13/10,28.54,28.736,28.54,28.628,6087
12/14/10,28.898,28.898,28.598,28.736,7002
12/15/10,28.736,28.783,28.493,28.502,8149
12/16/10,28.548,28.648,28.423,28.648,1596
12/17/10,28.648,28.648,28.618,28.638,824
12/20/10,28.415,28.415,28.415,28.415,618
12/21/10,28.628,28.678,28.558,28.648,10956
12/22/10,28.648,28.648,28.558,28.618,5533
12/23/10,28.678,28.773,28.522,28.648,3289
12/27/10,28.608,28.688,28.532,28.688,977
12/28/10,28.754,28.754,28.678,28.688,2374
12/29/10,28.736,28.879,28.736,28.879,593
12/30/10,28.928,28.928,28.745,28.823,9629
12/31/10,28.823,28.997,28.726,28.928,17834
1/3/11,29.065,29.141,28.968,29.141,1631
1/4/11,29.376,29.426,28.997,29.094,22886
1/5/11,28.928,28.988,28.888,28.918,14445
1/6/11,28.908,28.938,28.833,28.918,13632
1/7/11,28.833,28.833,28.763,28.763,1687
1/10/11,28.568,28.745,28.473,28.745,34155
1/11/11,28.851,28.958,28.813,28.918,5994
1/13/11,28.988,28.997,28.988,28.997,1155
1/14/11,29.015,29.035,28.968,29.035,1929
1/18/11,29.287,29.366,29.268,29.278,1756
1/19/11,29.085,29.085,29.035,29.035,842
1/20/11,28.86,28.86,28.608,28.668,309
1/21/11,28.928,28.928,28.928,28.928,206
1/26/11,29.376,29.376,29.306,29.306,318
1/27/11,29.132,29.278,29.132,29.278,352
1/28/11,29.179,29.179,29.141,29.141,678
1/31/11,28.928,28.948,28.928,28.928,695
2/1/11,29.443,29.443,29.376,29.376,1441
2/2/11,29.5,29.5,29.472,29.482,608
2/3/11,29.366,29.537,29.278,29.537,824
2/4/11,29.326,29.426,29.268,29.426,690
2/7/11,29.366,29.472,29.366,29.472,679
2/8/11,29.625,29.625,29.306,29.306,930
2/9/11,29.376,29.376,29.278,29.278,824
2/10/11,29.025,29.218,29.025,29.169,1032
2/11/11,29.346,29.346,29.346,29.346,101
2/14/11,29.306,29.316,29.306,29.316,226
2/15/11,29.434,29.453,29.278,29.278,2549
2/17/11,29.376,29.714,29.376,29.665,2683
2/18/11,29.78,29.859,29.78,29.859,1133
2/22/11,29.753,29.753,29.179,29.179,14569
2/23/11,29.326,29.326,29.035,29.094,3416
2/24/11,29.045,29.045,29.045,29.045,513
2/25/11,29.248,29.306,29.248,29.306,9604
2/28/11,29.596,29.596,29.547,29.567,2151
3/1/11,29.509,29.509,29.376,29.376,7736
3/2/11,29.416,29.416,29.416,29.416,10318
3/3/11,29.694,29.694,29.694,29.694,101
3/4/11,29.625,29.665,29.625,29.665,929
3/8/11,29.443,29.714,29.426,29.694,12252
3/9/11,29.615,29.714,29.547,29.645,896
3/10/11,29.297,29.297,29.075,29.075,257
3/11/11,29.103,29.103,29.103,29.103,1032
3/14/11,29.045,29.045,28.833,28.833,2063
3/15/11,28.174,28.658,28.174,28.658,7942
3/16/11,28.388,28.397,27.678,27.805,32520
3/17/11,28.203,28.212,28.135,28.135,886
3/18/11,28.298,28.298,28.298,28.298,206
3/21/11,28.823,28.823,28.823,28.823,1032
3/22/11,28.898,28.898,28.898,28.898,206
3/23/11,29.025,29.035,29.025,29.035,513
3/24/11,29.065,29.326,29.065,29.326,1080
3/25/11,29.356,29.5,29.287,29.297,1934
3/28/11,29.406,29.406,29.199,29.199,206
3/29/11,29.16,29.16,29.16,29.16,411
3/30/11,29.416,29.567,29.356,29.537,2849
4/1/11,29.986,30.093,29.956,30.093,1650
4/4/11,30.13,30.13,30.13,30.13,101
4/5/11,30.13,30.13,30.13,30.13,196
4/6/11,30.49,30.49,30.197,30.226,1341
4/7/11,30.256,30.256,29.986,30.034,10935
4/8/11,30.12,30.216,30.12,30.16,1018
4/11/11,30.102,30.102,30.102,30.102,482
4/13/11,29.956,29.996,29.956,29.996,530
4/15/11,29.916,29.916,29.916,29.916,206
4/18/11,29.326,29.326,29.326,29.326,201
4/19/11,29.684,29.986,29.684,29.976,1288
4/20/11,30.518,30.518,30.364,30.364,6911
4/26/11,30.567,30.567,30.567,30.567,411
4/27/11,30.452,30.715,30.452,30.715,5682
4/28/11,30.782,30.792,30.773,30.792,1263
4/29/11,30.974,31.014,30.974,31.014,414
5/2/11,31.148,31.206,31.138,31.206,508
5/3/11,30.935,31.265,30.646,30.646,628
5/4/11,30.626,30.626,30.414,30.452,2394
5/5/11,30.345,30.527,30.256,30.527,1620
5/9/11,30.404,30.442,30.404,30.442,471
5/11/11,30.335,30.335,30.14,30.14,1460
5/12/11,30.16,30.46,30.16,30.46,618
5/13/11,30.384,30.557,29.907,29.907,513
5/16/11,30.286,30.286,30.286,30.286,186
5/17/11,30.16,30.16,30.16,30.16,1406
5/19/11,30.646,30.646,30.646,30.646,503
5/20/11,30.374,30.374,30.374,30.374,166
5/23/11,29.761,29.859,29.694,29.723,5697
5/24/11,29.596,29.996,29.596,29.839,10479
5/25/11,29.819,30.034,29.819,30.034,896
5/26/11,29.867,30.12,29.867,30.102,818
5/27/11,30.557,30.557,30.557,30.557,340
5/31/11,30.705,30.782,30.705,30.782,770
6/2/11,30.705,30.705,30.705,30.705,101
6/6/11,30.695,30.695,30.577,30.685,792
6/9/11,30.256,30.256,30.256,30.256,618
6/10/11,29.946,29.946,29.877,29.877,3313
6/15/11,29.519,29.519,29.519,29.519,309
6/16/11,29.5,29.5,29.045,29.199,930
6/17/11,29.179,29.179,29.085,29.085,618
6/20/11,29.085,29.297,29.015,29.248,2755
6/21/11,29.576,29.714,29.519,29.714,411
6/22/11,29.645,29.665,29.645,29.665,540
6/23/11,29.16,29.287,29.16,29.287,411
6/24/11,29.268,29.406,29.268,29.406,513
6/29/11,30.364,30.442,30.364,30.442,1238
6/30/11,30.424,30.745,30.424,30.745,1545
7/5/11,30.745,30.848,30.705,30.848,904
7/6/11,30.745,30.838,30.745,30.782,6394
7/7/11,30.935,30.935,30.896,30.896,1032
7/8/11,30.735,30.763,30.735,30.763,618
7/11/11,30.216,30.216,30.216,30.216,101
7/12/11,29.976,29.976,29.976,29.976,121
7/13/11,30.246,30.246,30.246,30.246,309
7/14/11,30.325,30.325,29.743,29.887,2471
7/18/11,29.529,29.645,29.376,29.376,2577
7/19/11,29.366,29.859,29.366,29.859,2871
7/20/11,29.996,30.12,29.996,30.093,2166
7/21/11,30.179,30.315,30.179,30.266,1391
7/22/11,30.384,30.537,30.384,30.537,824
7/25/11,30.46,30.597,30.404,30.597,2268
7/26/11,30.414,30.47,30.414,30.46,3619
7/27/11,30.093,30.345,30.093,30.14,1597
7/29/11,29.704,29.704,29.704,29.704,101
8/2/11,29.547,29.547,29.297,29.297,746
8/4/11,28.532,28.532,27.97,27.97,909
8/5/11,27.678,27.678,27.582,27.582,7721
8/8/11,26.408,26.866,24.789,26.136,10861
8/9/11,26.923,27.388,26.757,27.388,411
8/10/11,26.574,26.574,26.574,26.574,130
8/11/11,27.194,27.494,27.175,27.494,503
8/12/11,27.019,27.903,27.019,27.776,2186
8/16/11,27.98,27.98,27.98,27.98,449
8/17/11,28.288,28.288,28.078,28.115,1751
8/22/11,27.135,27.824,26.535,26.535,1186
8/24/11,27.533,27.533,27.252,27.252,262
8/29/11,28.415,28.415,28.415,28.415,513
8/30/11,28.125,28.493,28.078,28.368,2898
8/31/11,28.648,28.851,28.608,28.851,1382
9/1/11,28.745,28.793,28.745,28.793,206
9/2/11,28.106,28.106,28.106,28.106,1133
9/6/11,27.204,28.433,27.125,27.397,58652
9/7/11,27.795,28.221,27.795,28.184,1032
9/8/11,28.049,28.049,28.019,28.019,61599
9/9/11,27.476,27.649,27.311,27.311,9047
9/13/11,27.184,27.242,27.048,27.242,2080
9/14/11,26.923,27.543,26.923,27.466,3547
9/15/11,27.514,27.63,27.436,27.63,86953
9/16/11,27.494,27.494,27.446,27.494,1815
9/19/11,26.836,26.846,26.633,26.816,1701
9/22/11,25.603,25.603,24.859,24.859,2336
9/23/11,25.207,25.207,25.069,25.148,8282
9/26/11,25.216,25.381,25.216,25.381,1401
9/27/11,26.107,26.574,26.107,26.574,6558
9/28/11,26.087,26.087,26.087,26.087,101
9/30/11,25.226,25.226,24.994,24.994,5993
10/4/11,23.936,23.946,23.867,23.946,3104
10/5/11,25.109,25.109,25.109,25.109,101
10/7/11,25.574,25.594,25.439,25.594,1806
10/11/11,26.457,26.457,26.408,26.408,34248
10/12/11,27.048,27.301,27.048,27.301,11727
10/13/11,26.806,26.806,26.806,26.806,411
10/14/11,27.262,27.262,27.262,27.262,206
10/17/11,26.903,26.903,26.903,26.903,176
10/20/11,26.379,26.379,26.379,26.379,186
10/21/11,26.816,26.816,26.816,26.816,4228
10/24/11,27.436,27.514,27.436,27.514,781
10/25/11,27.252,27.252,27.252,27.252,118
10/26/11,27.262,27.34,27.125,27.34,687
10/27/11,28.288,28.716,28.258,28.716,67325
10/28/11,28.851,28.851,28.716,28.851,309
11/1/11,27.388,27.388,27.35,27.35,1940
11/2/11,27.639,27.639,27.639,27.639,411
11/3/11,27.99,28.059,27.99,28.059,542
11/4/11,27.844,27.844,27.844,27.844,237
11/7/11,27.756,27.756,27.756,27.756,160
11/8/11,27.844,28.145,27.844,28.135,975
11/11/11,27.903,27.903,27.649,27.649,638
11/14/11,27.446,27.737,27.446,27.63,9909
11/15/11,27.62,27.668,27.62,27.668,720
11/18/11,26.876,26.913,26.767,26.913,1515
11/21/11,26.067,26.283,26.067,26.186,2061
11/22/11,26.603,26.623,26.283,26.302,738
11/28/11,26.399,26.399,26.399,26.399,411
12/1/11,27.824,27.824,27.824,27.824,206
12/2/11,27.688,28.184,27.572,27.639,22918
12/5/11,27.874,27.874,27.874,27.874,411
12/6/11,27.639,27.639,27.639,27.639,101
12/8/11,27.61,27.61,27.61,27.61,132
12/9/11,27.34,27.728,27.252,27.728,11323
12/12/11,27.242,27.552,26.923,27.105,1341
12/16/11,26.447,26.447,26.215,26.389,16029
12/19/11,26.273,26.389,26.196,26.389,1238
12/20/11,26.777,26.806,26.737,26.806,1345
12/21/11,26.806,26.923,26.65,26.923,16067
12/22/11,27.085,27.115,27.019,27.048,5326
12/23/11,27.175,27.223,27.175,27.223,3427
12/27/11,27.165,27.184,27.105,27.175,5791
12/29/11,27.038,27.175,26.999,27.038,9159
12/30/11,27.155,27.281,27.067,27.252,5378
1/3/12,28.087,28.087,27.766,27.766,1054
1/4/12,27.708,27.854,27.708,27.776,423
1/5/12,27.057,27.378,27.057,27.34,19515
1/6/12,27.145,27.194,27.095,27.095,5929
1/9/12,27.204,27.204,27.184,27.184,720
1/10/12,27.533,27.533,27.175,27.533,309
1/11/12,27.321,27.805,27.242,27.572,930
1/12/12,27.291,27.388,27.291,27.388,720
1/13/12,27.029,27.223,27.029,27.223,1515
1/17/12,27.572,27.572,27.572,27.572,206
1/18/12,27.874,27.874,27.874,27.874,411
1/19/12,28.193,28.278,28.193,28.278,340
1/20/12,28.203,28.203,28.203,28.203,411
1/24/12,27.999,27.999,27.999,27.999,391
1/26/12,28.558,28.558,28.298,28.493,33639
1/30/12,27.824,28.009,27.824,28.009,471
1/31/12,28.155,28.155,28.155,28.155,360
2/1/12,28.813,28.823,28.773,28.773,16552
2/2/12,28.888,28.888,28.888,28.888,142
2/7/12,29.035,29.035,29.035,29.035,309
2/8/12,28.968,29.113,28.851,28.888,10871
2/10/12,28.879,28.879,28.823,28.823,340
2/13/12,29.103,29.103,29.103,29.103,558
2/15/12,29.189,29.248,29.189,29.248,930
2/16/12,29.519,29.519,29.519,29.519,206
2/17/12,29.472,29.472,29.406,29.406,732
2/22/12,29.482,29.482,29.482,29.482,217
2/27/12,29.462,29.519,29.462,29.519,774
2/28/12,29.645,29.926,29.645,29.926,1162
2/29/12,29.586,29.615,29.519,29.519,792
3/1/12,29.733,29.743,29.733,29.743,740
3/5/12,29.278,29.278,29.278,29.278,568
3/6/12,28.493,28.493,28.493,28.493,124
3/8/12,29.366,29.576,29.366,29.576,720
3/9/12,29.491,29.509,29.434,29.462,1103
3/12/12,29.416,29.416,29.386,29.386,421
3/13/12,29.547,29.645,29.547,29.645,930
3/16/12,29.996,29.996,29.897,29.897,1032
3/20/12,29.819,29.819,29.819,29.819,513
3/21/12,30.063,30.063,30.034,30.034,324
3/27/12,30.51,30.51,30.374,30.414,6140
3/28/12,30.226,30.226,30.054,30.054,437
3/29/12,29.829,29.829,29.819,29.819,433
3/30/12,30.073,30.073,30.006,30.006,1178
4/3/12,30.47,30.47,30.442,30.442,1160
4/10/12,28.948,28.997,28.948,28.997,930
4/16/12,29.287,29.287,29.287,29.287,151
4/17/12,29.694,29.733,29.694,29.733,339
4/18/12,29.694,29.694,29.615,29.615,523
4/23/12,29.015,29.15,28.918,28.958,2700
4/24/12,29.132,29.132,29.132,29.132,206
4/25/12,29.346,29.376,29.326,29.376,1751
4/26/12,29.376,29.434,29.376,29.434,1136
5/2/12,29.557,29.557,29.557,29.557,368
5/3/12,29.248,29.278,29.248,29.278,660
5/4/12,28.745,28.745,28.668,28.668,3640
5/8/12,28.358,28.358,28.174,28.184,930
5/9/12,27.99,28.078,27.99,28.078,400
5/10/12,28.231,28.231,28.231,28.231,102
5/11/12,28.164,28.174,28.164,28.174,309
5/14/12,27.844,27.844,27.844,27.844,101
5/15/12,27.834,27.834,27.834,27.834,124
5/16/12,27.533,27.59,27.494,27.494,1238
5/21/12,27.272,27.456,27.252,27.456,2577
5/23/12,27.105,27.105,27.085,27.085,3608
5/24/12,27.223,27.223,27.223,27.223,201
5/30/12,27.204,27.204,27.204,27.204,101
6/14/12,27.204,27.204,27.095,27.095,461
6/15/12,27.272,27.272,27.252,27.252,1441
6/19/12,28.049,28.049,28.019,28.019,309
6/20/12,27.874,27.874,27.874,27.874,101
6/26/12,26.933,26.933,26.806,26.923,1568
6/27/12,27.029,27.085,27.029,27.085,312
6/28/12,26.816,26.876,26.816,26.876,206
6/29/12,27.62,27.62,27.62,27.62,309
7/5/12,27.912,27.99,27.912,27.97,1313
7/6/12,27.698,27.698,27.639,27.639,558
7/10/12,27.63,27.63,27.63,27.63,126
7/12/12,27.038,27.038,27.038,27.038,168
7/16/12,26.96,26.96,26.951,26.951,513
7/17/12,27.009,27.125,27.009,27.125,449
7/18/12,27.331,27.331,27.331,27.331,1133
7/20/12,27.115,27.115,27.115,27.115,122
7/23/12,26.399,26.399,26.399,26.399,154
7/25/12,26.846,26.846,26.846,26.846,101
7/26/12,27.504,27.504,27.504,27.504,152
7/27/12,27.874,27.99,27.786,27.99,950
7/30/12,27.922,27.922,27.922,27.922,112
8/1/12,28.087,28.087,27.903,27.903,291
8/2/12,27.301,27.301,27.301,27.301,14120
8/3/12,28.087,28.087,28.087,28.087,411
8/7/12,28.415,28.415,28.415,28.415,411
8/9/12,28.842,28.842,28.483,28.483,283
8/15/12,28.212,28.249,28.212,28.249,233
8/23/12,28.174,28.174,28.174,28.174,528
8/27/12,28.308,28.308,28.308,28.308,101
8/28/12,28.358,28.358,28.358,28.358,101
8/30/12,27.99,28.049,27.99,28.049,206
9/4/12,28.358,28.358,28.096,28.096,618
9/6/12,28.648,28.648,28.648,28.648,101
9/11/12,28.754,28.793,28.754,28.793,387
9/12/12,28.833,28.833,28.783,28.813,3248
9/14/12,29.529,29.529,29.529,29.529,512
9/18/12,29.045,29.045,29.045,29.045,101
9/19/12,28.997,29.356,28.997,29.306,2606
9/20/12,29.094,29.228,29.075,29.228,4107
9/21/12,29.386,29.386,29.376,29.376,1341
9/25/12,29.426,29.426,28.638,28.638,542
9/27/12,28.706,29.141,28.706,29.141,1524
10/1/12,29.238,29.396,29.238,29.336,1650
10/2/12,29.132,29.132,28.803,28.803,206
10/3/12,28.726,28.726,28.726,28.726,201
10/9/12,28.678,28.688,28.668,28.688,317
10/19/12,29.035,29.035,29.035,29.035,206
10/24/12,28.803,28.803,28.803,28.803,177
10/25/12,28.638,30.054,28.638,28.842,4748
10/26/12,28.958,28.958,28.908,28.938,3527
10/31/12,28.938,28.938,28.938,28.938,824
11/1/12,28.948,29.278,28.948,29.278,1067
11/7/12,29.085,29.085,28.833,28.833,4048
11/9/12,28.502,28.502,28.502,28.502,206
11/12/12,28.608,28.688,28.578,28.688,992
11/14/12,28.453,28.453,28.453,28.453,2063
11/15/12,27.883,27.941,27.883,27.903,720
11/19/12,28.415,28.502,28.348,28.453,1135
11/20/12,28.568,28.568,28.558,28.558,647
11/21/12,28.473,28.628,28.463,28.548,3610
11/23/12,28.948,29.113,28.948,29.015,3507
11/26/12,28.87,29.065,28.87,29.065,1256
11/27/12,29.025,29.228,28.988,29.035,3094
11/28/12,28.948,29.491,28.833,29.491,5218
11/29/12,29.675,29.704,29.605,29.704,411
11/30/12,29.509,29.557,29.509,29.537,411
12/3/12,29.462,29.615,29.462,29.596,2139
12/4/12,29.743,29.743,29.5,29.5,1133
12/5/12,29.714,29.714,29.714,29.714,413
12/6/12,29.809,29.809,29.665,29.665,786
12/7/12,29.966,29.966,29.665,29.665,1032
12/11/12,30.063,30.063,29.976,29.976,206
12/12/12,30.006,30.044,30.006,30.044,1133
12/14/12,29.897,29.996,29.897,29.907,1650
12/17/12,29.916,29.966,29.877,29.877,618
12/18/12,30.102,30.197,30.102,30.112,930
12/19/12,30.236,30.266,30.236,30.266,206
12/20/12,30.345,30.51,30.083,30.51,3807
12/24/12,30.301,30.311,29.862,29.862,1708
12/26/12,29.971,30.078,29.902,29.902,2678
12/27/12,29.951,30.211,29.853,29.941,8134
12/28/12,30.001,30.068,30.001,30.068,308
12/31/12,30.107,30.107,29.853,29.853,512
1/2/13,30.741,30.741,30.593,30.593,1501
1/3/13,30.622,30.815,30.523,30.731,3419
1/4/13,30.583,30.789,30.583,30.642,2678
1/7/13,30.815,30.883,30.815,30.883,554
1/8/13,30.533,30.721,30.533,30.543,5662
1/9/13,30.922,30.922,30.583,30.75,15919
1/10/13,31.204,31.204,30.932,30.981,1423
1/11/13,31.371,31.371,31.371,31.371,118
1/14/13,31.078,31.39,31.078,31.39,817
1/15/13,31.155,32.468,30.853,31.242,6916
1/16/13,31.175,31.271,31.175,31.271,1647
1/17/13,31.553,31.661,31.351,31.661,1957
1/18/13,31.495,31.495,31.495,31.495,791
1/22/13,31.331,31.592,31.331,31.592,1873
1/23/13,31.798,31.798,31.798,31.798,101
1/24/13,31.788,31.884,31.495,31.495,1439
1/25/13,32.312,32.312,32.1,32.1,410
1/28/13,31.759,32.031,31.621,31.808,4150
1/30/13,31.855,31.855,31.855,31.855,928
1/31/13,32.031,32.031,32.031,32.031,308
2/1/13,32.535,32.535,32.535,32.535,163
2/4/13,32.37,32.759,32.165,32.165,5201
2/5/13,32.544,32.544,32.544,32.544,101
2/6/13,32.439,32.439,32.439,32.439,101
2/11/13,32.203,32.203,32.203,32.203,206
2/12/13,32.449,32.449,32.439,32.449,1131
2/13/13,32.458,32.458,32.449,32.449,243
2/14/13,32.36,32.36,32.35,32.36,2558
2/19/13,32.505,32.505,32.439,32.439,3191
2/20/13,32.623,32.623,32.252,32.252,1416
2/21/13,32.05,32.05,32.05,32.05,101
2/25/13,32.146,32.146,32.146,32.146,101
2/26/13,31.371,31.371,31.371,31.371,1030
2/28/13,31.798,31.798,31.798,31.798,206
3/1/13,32.272,32.272,32.272,32.272,308
3/5/13,32.35,32.35,32.35,32.35,247
3/6/13,32.33,32.33,32.272,32.272,257
3/7/13,32.449,32.449,32.022,32.174,1489
3/8/13,32.06,32.292,32.06,32.292,1267
3/11/13,32.37,32.4,32.012,32.11,1781
3/12/13,32.41,32.41,32.41,32.41,101
3/13/13,32.38,32.38,32.38,32.38,101
3/14/13,32.127,32.127,32.127,32.127,101
3/19/13,31.954,31.954,31.954,31.954,237
3/22/13,32.015,32.015,31.946,31.946,529
3/25/13,31.614,31.614,31.614,31.614,452
3/26/13,31.771,31.781,31.712,31.712,4462
3/27/13,31.712,31.741,31.654,31.654,1427
4/2/13,32.285,32.285,32.285,32.285,108
4/5/13,31.421,31.761,31.421,31.535,1853
4/8/13,31.781,31.781,31.781,31.781,199
4/9/13,32.033,32.176,32.033,32.176,1217
4/11/13,32.481,32.481,32.481,32.481,101
4/15/13,31.654,31.712,31.634,31.634,1343
4/16/13,31.839,31.839,31.839,31.839,206
4/19/13,32.063,32.063,32.063,32.063,410
4/29/13,33.072,33.111,33.013,33.111,1027
4/30/13,32.644,32.644,32.644,32.644,101
5/2/13,33.393,33.393,33.374,33.374,308
5/3/13,33.528,33.538,32.616,33.461,2573
5/7/13,33.782,33.782,33.782,33.782,244
5/8/13,34.035,34.035,33.878,33.878,1542
5/10/13,34.355,34.355,33.995,33.995,206
5/13/13,33.624,33.762,33.624,33.752,617
5/14/13,33.684,33.897,33.684,33.897,617
5/15/13,34.189,34.189,34.189,34.189,101
5/16/13,33.937,34.151,33.897,33.897,693
5/21/13,34.266,34.266,33.888,34.005,1781
5/22/13,34.025,34.025,33.509,33.509,1030
5/28/13,33.83,33.83,33.83,33.83,131
5/30/13,33.295,33.461,33.295,33.461,719
5/31/13,32.896,32.896,32.896,32.896,410
6/4/13,32.798,32.798,32.798,32.798,641
6/5/13,32.49,32.518,32.342,32.471,823
6/6/13,32.442,32.654,32.442,32.654,2780
6/7/13,32.654,32.953,32.654,32.751,26003
6/10/13,33.101,33.101,33.101,33.101,101
6/11/13,32.644,32.683,32.275,32.422,24996
6/12/13,32.556,32.556,32.508,32.508,466
6/13/13,32.245,32.576,32.245,32.566,1765
6/14/13,32.663,32.731,32.518,32.536,2502
6/17/13,32.818,33.042,32.788,32.906,2640
6/18/13,33.139,33.207,33.072,33.139,3884
6/19/13,33.111,33.111,33.033,33.033,1447
6/21/13,32.157,32.176,31.274,31.274,5619
6/24/13,30.819,30.848,30.449,30.848,653
6/25/13,31.415,31.415,31.237,31.286,2719
6/26/13,31.179,31.473,31.179,31.473,615
6/27/13,31.587,31.687,31.587,31.687,2047
6/28/13,31.993,31.993,31.993,31.993,101
7/1/13,32.19,32.19,32.117,32.133,3084
7/2/13,32.078,32.078,32.078,32.078,409
7/5/13,31.951,31.961,31.891,31.961,363
7/8/13,32.418,32.418,32.171,32.171,786
7/9/13,31.971,32.068,31.971,32.029,510
7/10/13,32.32,32.348,32.32,32.348,349
7/11/13,32.514,32.583,32.514,32.583,1951
7/12/13,33.314,33.793,32.613,32.971,1132
7/15/13,33.216,33.216,33.158,33.158,205
7/17/13,33.08,33.08,33.08,33.08,101
7/18/13,33.041,33.041,32.825,32.873,4244
7/19/13,32.873,33.021,32.873,33.021,2632
7/22/13,32.961,33.128,32.923,33.128,12894
7/23/13,33.08,33.08,32.758,32.758,1007
7/24/13,32.981,32.981,32.633,32.633,9213
7/25/13,32.933,32.933,32.883,32.883,1391
7/26/13,32.961,33.011,32.923,33.011,409
7/29/13,33.109,33.128,32.991,33.089,3216
7/30/13,32.834,33.021,32.834,33.021,1642
8/1/13,33.236,33.353,33.177,33.353,981
